0.006129 -0.029258 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 1
-0.204090 -0.127860 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 1
0.044329 0.024797 -0.954000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 1
0.239970 0.253780 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -0.987900 -1.000000 1
0.142860 0.304780 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 1
-0.228570 0.062114 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 1
0.123610 0.166320 -0.961600 -1.000000 -1.000000 -1.000000 -0.948240 -1.000000 -1.000000 -1.000000 1
0.491070 0.622950 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 1
0.538030 0.699020 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 1
0.647060 0.669520 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 1
0.031043 0.024927 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 1
-0.371430 -0.242030 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 1
0.193360 0.161860 -1.000000 -1.000000 -1.000000 -1.000000 -0.986250 -1.000000 -1.000000 -1.000000 1
0.404170 0.506800 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 1
-0.435900 -0.539000 -1.000000 -1.000000 -0.886220 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 1
-0.050414 0.115680 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 1
-0.360400 -0.361440 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -0.935140 1
-0.100840 -0.050164 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 1
-0.126370 -0.149840 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -0.750730 -1.000000 1
0.571430 0.763690 -1.000000 -1.000000 -0.777780 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 1
-0.586540 -0.695500 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 1
-0.080586 -0.056579 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 1
-0.370370 -0.439750 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 1
